"(788, -2045, 1258)",24
"(741, -2017, 1277)",22
"(765, -2010, 1246)",23
"(782, -2038, 1257)",25
"(780, -2026, 1247)",25
"(782, -2028, 1247)",25
"(747, -2017, 1271)",23
"(795, -2041, 1247)",19
"(791, -2030, 1240)",21
"(756, -2007, 1252)",20
"(777, -2021, 1245)",24
"(738, -2016, 1279)",19
"(759, -2027, 1269)",21
"(742, -2016, 1275)",24
"(772, -2021, 1250)",21
"(772, -2016, 1245)",21
"(771, -2036, 1266)",19
"(770, -2041, 1272)",20
"(741, -2022, 1282)",19
"(788, -2052, 1265)",15
"(783, -2041, 1259)",16
"(771, -2025, 1255)",17
"(771, -2024, 1254)",18
"(759, -2006, 1248)",22
"(775, -2029, 1255)",23
"(796, -2035, 1240)",20
"(749, -2032, 1284)",18
"(774, -2040, 1267)",21
"(791, -2026, 1236)",19
"(739, -2018, 1280)",17
"(768, -2030, 1263)",16
"(759, -2007, 1249)",17
"(789, -2039, 1251)",18
"(765, -2039, 1275)",17
"(797, -2043, 1247)",20
"(790, -2032, 1243)",18
"(788, -2028, 1241)",18
"(751, -2021, 1271)",17
"(751, -2018, 1268)",18
"(756, -2010, 1255)",18
"(759, -2036, 1278)",19
"(780, -2019, 1240)",15
"(783, -2046, 1264)",17
"(746, -2027, 1282)",18
"(796, -2047, 1252)",19
"(779, -2039, 1261)",18
"(748, -2035, 1288)",17
"(785, -2021, 1237)",18
"(762, -2028, 1267)",16
"(775, -2031, 1257)",19
"(779, -2029, 1251)",13
"(776, -2041, 1266)",17
"(781, -2032, 1252)",17
"(770, -2042, 1273)",19
"(749, -2021, 1273)",16
"(797, -2040, 1244)",17
"(798, -2041, 1244)",14
"(756, -2019, 1264)",20
"(775, -2028, 1254)",18
"(752, -2016, 1265)",15
"(772, -2044, 1273)",18
"(765, -2041, 1277)",18
"(795, -2055, 1261)",16
"(787, -2026, 1240)",14
"(759, -2013, 1255)",19
"(755, -2020, 1266)",15
"(761, -2023, 1263)",14
"(794, -2058, 1265)",18
"(743, -2016, 1274)",16
"(776, -2028, 1253)",14
"(787, -2046, 1260)",17
"(794, -2025, 1232)",15
"(770, -2035, 1266)",12
"(791, -2045, 1255)",17
"(758, -2029, 1272)",11
"(781, -2044, 1264)",13
"(758, -2032, 1275)",13
"(793, -2056, 1264)",15
"(781, -2019, 1239)",14
"(778, -2036, 1259)",17
"(782, -2026, 1245)",18
"(787, -2030, 1244)",17
"(764, -2026, 1263)",15
"(788, -2051, 1264)",15
"(784, -2035, 1252)",14
"(785, -2044, 1260)",12
"(783, -2027, 1245)",15
"(786, -2041, 1256)",13
"(743, -2018, 1276)",16
"(783, -2026, 1244)",15
"(781, -2031, 1251)",13
"(756, -2027, 1272)",11
"(784, -2049, 1266)",12
"(753, -2020, 1268)",15
"(793, -2034, 1242)",13
"(763, -2035, 1273)",13
"(801, -2047, 1247)",14
"(774, -2027, 1254)",15
"(803, -2037, 1235)",13
"(782, -2035, 1254)",16
"(780, -2046, 1267)",15
"(749, -2025, 1277)",11
"(797, -2058, 1262)",14
"(755, -2021, 1267)",11
"(751, -2034, 1284)",12
"(757, -2020, 1264)",14
"(768, -2024, 1257)",11
"(745, -2024, 1280)",13
"(807, -2043, 1237)",12
"(788, -2055, 1268)",12
"(791, -2052, 1262)",13
"(767, -2020, 1254)",13
"(781, -2025, 1245)",16
"(744, -2011, 1268)",14
"(779, -2032, 1254)",13
"(795, -2038, 1244)",14
"(750, -2017, 1268)",9
"(768, -2011, 1244)",14
"(767, -2024, 1258)",11
"(750, -2015, 1266)",13
"(746, -2023, 1278)",14
"(744, -2007, 1264)",9
"(750, -2033, 1284)",15
"(747, -2016, 1270)",14
"(790, -2034, 1245)",15
"(773, -2025, 1253)",9
"(760, -2033, 1274)",12
"(768, -2018, 1251)",12
"(771, -2034, 1264)",11
"(759, -2024, 1266)",12
"(778, -2031, 1254)",13
"(799, -2049, 1251)",13
"(795, -2044, 1250)",9
"(767, -2025, 1259)",13
"(765, -2024, 1260)",12
"(758, -2022, 1265)",14
"(755, -2016, 1262)",11
"(776, -2022, 1247)",13
"(799, -2034, 1236)",9
"(781, -2045, 1265)",13
"(751, -2026, 1276)",12
"(750, -2011, 1262)",10
"(800, -2045, 1246)",13
"(783, -2054, 1272)",12
"(772, -2015, 1244)",13
"(758, -2033, 1276)",10
"(745, -2013, 1269)",13
"(744, -2017, 1274)",9
"(768, -2032, 1265)",12
"(760, -2020, 1261)",10
"(736, -2010, 1275)",10
"(760, -2035, 1276)",11
"(781, -2039, 1259)",13
"(780, -2042, 1263)",8
"(775, -2050, 1276)",8
"(786, -2039, 1254)",12
"(790, -2031, 1242)",10
"(780, -2023, 1244)",9
"(784, -2032, 1249)",8
"(752, -2003, 1252)",11
"(755, -2005, 1251)",9
"(767, -2032, 1266)",12
"(802, -2033, 1232)",12
"(770, -2020, 1251)",11
"(754, -2017, 1264)",12
"(783, -2031, 1249)",12
"(781, -2033, 1253)",10
"(745, -2020, 1276)",10
"(786, -2020, 1235)",6
"(780, -2045, 1266)",13
"(764, -2020, 1257)",7
"(740, -2026, 1287)",7
"(790, -2024, 1235)",8
"(791, -2040, 1250)",10
"(788, -2031, 1244)",11
"(766, -2016, 1251)",11
"(773, -2024, 1252)",13
"(761, -2019, 1259)",8
"(757, -2016, 1260)",10
"(770, -2022, 1253)",9
"(774, -2028, 1255)",13
"(771, -2011, 1241)",12
"(786, -2044, 1259)",12
"(773, -2044, 1272)",9
"(759, -2025, 1267)",7
"(787, -2039, 1253)",10
"(753, -2023, 1271)",11
"(795, -2056, 1262)",11
"(795, -2059, 1265)",8
"(753, -2007, 1255)",10
"(780, -2050, 1271)",11
"(751, -2017, 1267)",11
"(783, -2055, 1273)",10
"(787, -2043, 1257)",8
"(755, -2036, 1282)",12
"(766, -2017, 1252)",9
"(761, -2029, 1269)",9
"(799, -2054, 1256)",11
"(747, -2028, 1282)",12
"(752, -2030, 1279)",10
"(743, -2019, 1277)",11
"(769, -2014, 1246)",10
"(768, -2014, 1247)",11
"(754, -2009, 1256)",11
"(780, -2030, 1251)",11
"(774, -2041, 1268)",9
"(758, -2013, 1256)",8
"(791, -2055, 1265)",7
"(766, -2028, 1263)",10
"(744, -2019, 1276)",12
"(782, -2021, 1240)",11
"(800, -2044, 1245)",10
"(761, -2026, 1266)",12
"(773, -2016, 1244)",11
"(797, -2062, 1266)",10
"(772, -2048, 1277)",10
"(744, -2025, 1282)",8
"(748, -2020, 1273)",8
"(797, -2030, 1234)",10
"(774, -2048, 1275)",10
"(777, -2018, 1242)",9
"(772, -2032, 1261)",9
"(744, -2012, 1269)",6
"(786, -2045, 1260)",12
"(791, -2056, 1266)",10
"(777, -2041, 1265)",11
"(759, -2005, 1247)",11
"(781, -2038, 1258)",10
"(745, -2008, 1264)",12
"(748, -2031, 1284)",9
"(759, -2032, 1274)",11
"(760, -2016, 1257)",7
"(740, -2011, 1272)",9
"(789, -2027, 1239)",10
"(783, -2034, 1252)",8
"(777, -2037, 1261)",9
"(769, -2010, 1242)",11
"(782, -2045, 1264)",9
"(769, -2023, 1255)",8
"(771, -2044, 1274)",8
"(798, -2045, 1248)",9
"(780, -2047, 1268)",9
"(769, -2013, 1245)",11
"(787, -2035, 1249)",9
"(775, -2041, 1267)",10
"(793, -2023, 1231)",10
"(769, -2020, 1252)",9
"(799, -2042, 1244)",9
"(800, -2055, 1256)",11
"(765, -2036, 1272)",12
"(788, -2041, 1254)",9
"(746, -2035, 1290)",9
"(748, -2026, 1279)",10
"(741, -2008, 1268)",10
"(776, -2032, 1257)",10
"(789, -2053, 1265)",9
"(770, -2027, 1258)",8
"(744, -2016, 1273)",8
"(804, -2058, 1255)",9
"(789, -2040, 1252)",7
"(748, -2016, 1269)",9
"(788, -2047, 1260)",10
"(754, -2038, 1285)",10
"(748, -2008, 1261)",8
"(788, -2026, 1239)",9
"(756, -2011, 1256)",10
"(739, -2008, 1270)",9
"(792, -2021, 1230)",8
"(783, -2028, 1246)",8
"(775, -2042, 1268)",6
"(743, -2008, 1266)",10
"(745, -2019, 1275)",8
"(755, -2031, 1277)",8
"(777, -2038, 1262)",6
"(749, -2031, 1283)",9
"(784, -2015, 1232)",9
"(761, -2031, 1271)",8
"(790, -2061, 1272)",8
"(759, -2028, 1270)",7
"(766, -2019, 1254)",5
"(767, -2035, 1269)",9
"(778, -2044, 1267)",6
"(789, -2023, 1235)",10
"(752, -2010, 1259)",9
"(763, -2017, 1255)",9
"(797, -2029, 1233)",7
"(790, -2030, 1241)",11
"(748, -2034, 1287)",10
"(781, -2053, 1273)",8
"(764, -2028, 1265)",9
"(795, -2029, 1235)",6
"(781, -2024, 1244)",7
"(753, -2032, 1280)",8
"(760, -2021, 1262)",11
"(746, -2014, 1269)",9
"(775, -2023, 1249)",9
"(765, -2045, 1281)",9
"(800, -2029, 1230)",7
"(777, -2019, 1243)",10
"(771, -2037, 1267)",9
"(787, -2041, 1255)",8
"(795, -2050, 1256)",7
"(792, -2029, 1238)",10
"(754, -2029, 1276)",10
"(768, -2010, 1243)",10
"(759, -2035, 1277)",8
"(780, -2056, 1277)",10
"(798, -2047, 1250)",9
"(774, -2010, 1237)",7
"(754, -2015, 1262)",8
"(781, -2046, 1266)",8
"(772, -2047, 1276)",10
"(778, -2012, 1235)",11
"(796, -2046, 1251)",9
"(757, -2024, 1268)",9
"(787, -2053, 1267)",8
"(779, -2037, 1259)",10
"(762, -2037, 1276)",10
"(784, -2020, 1237)",7
"(797, -2052, 1256)",7
"(782, -2037, 1256)",9
"(751, -2005, 1255)",8
"(762, -2030, 1269)",7
"(768, -2006, 1239)",7
"(792, -2040, 1249)",7
"(775, -2017, 1243)",8
"(761, -2020, 1260)",9
"(758, -2026, 1269)",7
"(789, -2055, 1267)",10
"(797, -2041, 1245)",9
"(780, -2038, 1259)",7
"(769, -2039, 1271)",6
"(803, -2036, 1234)",6
"(747, -2015, 1269)",7
"(772, -2020, 1249)",9
"(761, -2024, 1264)",6
"(790, -2051, 1262)",7
"(739, -2024, 1286)",6
"(773, -2020, 1248)",8
"(763, -2025, 1263)",8
"(795, -2033, 1239)",9
"(774, -2024, 1251)",10
"(769, -2040, 1272)",8
"(756, -2029, 1274)",6
"(788, -2050, 1263)",7
"(749, -2027, 1279)",7
"(751, -2000, 1250)",8
"(798, -2035, 1238)",7
"(738, -2023, 1286)",9
"(773, -2028, 1256)",8
"(774, -2035, 1262)",8
"(762, -2017, 1256)",8
"(752, -2001, 1250)",7
"(782, -2042, 1261)",7
"(760, -2009, 1250)",9
"(783, -2043, 1261)",10
"(756, -2014, 1259)",9
"(761, -2041, 1281)",7
"(778, -2022, 1245)",10
"(761, -2033, 1273)",9
"(763, -2041, 1279)",9
"(785, -2034, 1250)",7
"(778, -2016, 1239)",9
"(772, -2022, 1251)",8
"(763, -2028, 1266)",8
"(792, -2042, 1251)",7
"(773, -2040, 1268)",8
"(760, -2007, 1248)",9
"(759, -2039, 1281)",9
"(787, -2054, 1268)",10
"(788, -2033, 1246)",7
"(771, -2049, 1279)",10
"(750, -2034, 1285)",8
"(795, -2023, 1229)",8
"(769, -2006, 1238)",9
"(797, -2032, 1236)",9
"(790, -2026, 1237)",5
"(767, -2040, 1274)",8
"(760, -2042, 1283)",9
"(759, -2016, 1258)",5
"(773, -2004, 1232)",7
"(758, -2011, 1254)",9
"(791, -2041, 1251)",10
"(769, -2046, 1278)",8
"(803, -2053, 1251)",10
"(788, -2022, 1235)",6
"(802, -2042, 1241)",8
"(752, -2007, 1256)",5
"(742, -2025, 1284)",9
"(806, -2042, 1237)",7
"(788, -2056, 1269)",8
"(765, -2042, 1278)",9
"(768, -2007, 1240)",7
"(745, -2011, 1267)",10
"(747, -2018, 1272)",7
"(781, -2040, 1260)",9
"(750, -2005, 1256)",7
"(762, -2029, 1268)",7
"(800, -2035, 1236)",9
"(735, -2019, 1285)",4
"(739, -2026, 1288)",7
"(749, -2034, 1286)",9
"(784, -2040, 1257)",9
"(757, -2029, 1273)",7
"(794, -2024, 1231)",8
"(758, -2045, 1288)",5
"(786, -2023, 1238)",9
"(745, -2012, 1268)",9
"(805, -2057, 1253)",5
"(751, -2027, 1277)",8
"(754, -2025, 1272)",7
"(769, -2019, 1251)",7
"(739, -2030, 1292)",5
"(786, -2032, 1247)",7
"(760, -2041, 1282)",9
"(790, -2050, 1261)",7
"(771, -2020, 1250)",9
"(782, -2032, 1251)",9
"(779, -2027, 1249)",7
"(786, -2046, 1261)",9
"(777, -2053, 1277)",5
"(774, -2022, 1249)",9
"(775, -2033, 1259)",7
"(805, -2046, 1242)",5
"(781, -2028, 1248)",8
"(750, -2035, 1286)",5
"(789, -2036, 1248)",6
"(795, -2040, 1246)",7
"(766, -2034, 1269)",9
"(737, -2012, 1276)",6
"(795, -2045, 1251)",6
"(776, -2039, 1264)",7
"(774, -2052, 1279)",8
"(788, -2061, 1274)",7
"(751, -2006, 1256)",6
"(778, -2029, 1252)",7
"(766, -2006, 1241)",8
"(795, -2049, 1255)",6
"(769, -2022, 1254)",5
"(760, -2027, 1268)",9
"(774, -2042, 1269)",6
"(759, -2031, 1273)",9
"(777, -2035, 1259)",8
"(755, -1999, 1245)",5
"(787, -2033, 1247)",7
"(798, -2062, 1265)",5
"(735, -2018, 1284)",7
"(750, -2022, 1273)",8
"(766, -2050, 1285)",8
"(759, -2044, 1286)",7
"(773, -2042, 1270)",7
"(765, -2035, 1271)",8
"(788, -2060, 1273)",7
"(787, -2038, 1252)",6
"(769, -2015, 1247)",9
"(785, -2046, 1262)",7
"(770, -2019, 1250)",7
"(738, -2011, 1274)",8
"(794, -2053, 1260)",6
"(767, -2022, 1256)",7
"(772, -2042, 1271)",6
"(782, -2033, 1252)",5
"(759, -2014, 1256)",6
"(747, -2037, 1291)",7
"(782, -2050, 1269)",8
"(798, -2030, 1233)",6
"(762, -2019, 1258)",8
"(795, -2024, 1230)",8
"(790, -2021, 1232)",8
"(751, -2031, 1281)",7
"(804, -2054, 1251)",7
"(781, -2036, 1256)",5
"(784, -2043, 1260)",6
"(776, -2048, 1273)",7
"(772, -2010, 1239)",7
"(766, -2039, 1274)",5
"(738, -2026, 1289)",9
"(762, -2021, 1260)",7
"(758, -2003, 1246)",6
"(781, -2023, 1243)",8
"(782, -2044, 1263)",7
"(804, -2032, 1229)",6
"(758, -2027, 1270)",5
"(779, -2018, 1240)",8
"(742, -2009, 1268)",8
"(738, -2017, 1280)",6
"(747, -2027, 1281)",6
"(747, -2026, 1280)",5
"(738, -2020, 1283)",7
"(791, -2033, 1243)",7
"(798, -2055, 1258)",5
"(799, -2033, 1235)",6
"(788, -2049, 1262)",9
"(802, -2040, 1239)",8
"(784, -2024, 1241)",7
"(791, -2036, 1246)",7
"(794, -2040, 1247)",8
"(798, -2044, 1247)",7
"(773, -2019, 1247)",6
"(741, -2021, 1281)",6
"(783, -2024, 1242)",8
"(779, -2043, 1265)",6
"(776, -2026, 1251)",7
"(795, -2027, 1233)",6
"(789, -2025, 1237)",7
"(809, -2037, 1229)",8
"(802, -2051, 1250)",8
"(767, -2001, 1235)",5
"(758, -2041, 1284)",4
"(738, -2014, 1277)",8
"(778, -2032, 1255)",7
"(752, -2027, 1276)",7
"(778, -2015, 1238)",6
"(742, -2029, 1288)",7
"(786, -2048, 1263)",7
"(800, -2054, 1255)",7
"(754, -2026, 1273)",6
"(761, -2014, 1254)",5
"(786, -2021, 1236)",7
"(756, -2012, 1257)",6
"(746, -2031, 1286)",7
"(784, -2041, 1258)",8
"(765, -1999, 1235)",5
"(801, -2035, 1235)",5
"(796, -2053, 1258)",7
"(763, -2018, 1256)",6
"(768, -2019, 1252)",6
"(776, -2023, 1248)",6
"(771, -2035, 1265)",7
"(797, -2042, 1246)",8
"(765, -2022, 1258)",4
"(779, -2044, 1266)",7
"(798, -2028, 1231)",6
"(735, -2013, 1279)",6
"(764, -2032, 1269)",6
"(815, -2045, 1231)",4
"(782, -2054, 1273)",6
"(760, -2008, 1249)",8
"(747, -2023, 1277)",5
"(761, -2018, 1258)",7
"(758, -2015, 1258)",5
"(800, -2028, 1229)",7
"(773, -2021, 1249)",4
"(759, -2034, 1276)",5
"(747, -2011, 1265)",6
"(786, -2059, 1274)",7
"(793, -2043, 1251)",7
"(787, -2023, 1237)",8
"(758, -2030, 1273)",7
"(743, -2033, 1291)",7
"(803, -2050, 1248)",7
"(804, -2049, 1246)",6
"(800, -2032, 1233)",3
"(776, -2029, 1254)",5
"(762, -2040, 1279)",7
"(764, -2041, 1278)",8
"(741, -2010, 1270)",7
"(742, -2024, 1283)",8
"(779, -2013, 1235)",8
"(770, -2007, 1238)",5
"(768, -2042, 1275)",8
"(783, -2045, 1263)",6
"(798, -2029, 1232)",8
"(791, -2028, 1238)",7
"(775, -2022, 1248)",6
"(773, -2026, 1254)",7
"(760, -2024, 1265)",7
"(760, -2047, 1288)",6
"(796, -2062, 1267)",8
"(759, -2017, 1259)",6
"(771, -2028, 1258)",7
"(792, -2051, 1260)",7
"(794, -2028, 1235)",6
"(782, -2036, 1255)",8
"(765, -2007, 1243)",8
"(766, -2004, 1239)",8
"(780, -2043, 1264)",8
"(775, -2039, 1265)",6
"(777, -2032, 1256)",8
"(754, -2005, 1252)",8
"(763, -2022, 1260)",6
"(786, -2036, 1251)",6
"(741, -2025, 1285)",6
"(754, -2020, 1267)",8
"(785, -2027, 1243)",8
"(795, -2048, 1254)",5
"(799, -2053, 1255)",8
"(789, -2032, 1244)",6
"(770, -2043, 1274)",8
"(776, -2036, 1261)",8
"(744, -2032, 1289)",7
"(771, -2027, 1257)",7
"(805, -2037, 1233)",6
"(747, -2012, 1266)",6
"(781, -2054, 1274)",7
"(780, -2044, 1265)",6
"(742, -2017, 1276)",8
"(765, -2044, 1280)",7
"(751, -2025, 1275)",5
"(789, -2054, 1266)",8
"(735, -2012, 1278)",7
"(755, -2015, 1261)",8
"(749, -2020, 1272)",6
"(769, -2012, 1244)",8
"(750, -2032, 1283)",6
"(785, -2019, 1235)",7
"(764, -2007, 1244)",8
"(757, -2038, 1282)",6
"(806, -2046, 1241)",7
"(749, -2024, 1276)",6
"(746, -2006, 1261)",7
"(749, -2018, 1270)",8
"(790, -2058, 1269)",8
"(741, -2018, 1278)",6
"(763, -2047, 1285)",5
"(774, -2018, 1245)",6
"(793, -2035, 1243)",7
"(753, -2037, 1285)",6
"(767, -2016, 1250)",5
"(769, -2036, 1268)",5
"(740, -2010, 1271)",6
"(742, -2008, 1267)",5
"(796, -2026, 1231)",7
"(805, -2047, 1243)",6
"(741, -2028, 1288)",6
"(767, -2038, 1272)",5
"(777, -2039, 1263)",7
"(782, -2046, 1265)",6
"(791, -2057, 1267)",7
"(796, -2042, 1247)",7
"(793, -2032, 1240)",7
"(763, -2033, 1271)",7
"(780, -2008, 1229)",6
"(778, -2056, 1279)",7
"(768, -2040, 1273)",6
"(802, -2043, 1242)",8
"(785, -2041, 1257)",5
"(799, -2047, 1249)",7
"(786, -2047, 1262)",7
"(738, -2021, 1284)",8
"(778, -2037, 1260)",8
"(775, -2021, 1247)",7
"(796, -2033, 1238)",8
"(753, -2005, 1253)",5
"(757, -2032, 1276)",8
"(761, -2011, 1251)",5
"(761, -2015, 1255)",5
"(746, -2026, 1281)",5
"(789, -2050, 1262)",6
"(791, -2027, 1237)",5
"(737, -2006, 1270)",6
"(790, -2052, 1263)",5
"(739, -2016, 1278)",5
"(775, -2046, 1272)",7
"(799, -2029, 1231)",6
"(773, -2036, 1264)",6
"(789, -2049, 1261)",6
"(774, -2045, 1272)",6
"(775, -2027, 1253)",6
"(736, -2007, 1272)",4
"(766, -2042, 1277)",7
"(766, -2022, 1257)",7
"(791, -2018, 1228)",6
"(765, -2005, 1241)",5
"(777, -2050, 1274)",5
"(801, -2045, 1245)",4
"(768, -2041, 1274)",6
"(770, -2055, 1286)",5
"(770, -2034, 1265)",4
"(801, -2030, 1230)",6
"(751, -2004, 1254)",6
"(761, -2027, 1267)",6
"(795, -2035, 1241)",4
"(752, -2036, 1285)",6
"(768, -2043, 1276)",3
"(762, -2036, 1275)",6
"(774, -2030, 1257)",5
"(757, -2014, 1258)",5
"(768, -2038, 1271)",6
"(747, -2033, 1287)",5
"(780, -2020, 1241)",5
"(797, -2033, 1237)",5
"(786, -2019, 1234)",6
"(776, -2035, 1260)",7
"(780, -2052, 1273)",6
"(776, -2056, 1281)",4
"(789, -2042, 1254)",6
"(762, -2022, 1261)",5
"(759, -2023, 1265)",7
"(764, -2009, 1246)",5
"(760, -2013, 1254)",5
"(764, -2042, 1279)",7
"(794, -2046, 1253)",6
"(772, -2005, 1234)",5
"(789, -2043, 1255)",5
