"(791, -2030, 1240)",28
"(770, -2041, 1272)",25
"(771, -2024, 1254)",26
"(768, -2030, 1263)",23
"(765, -2039, 1275)",24
"(796, -2047, 1252)",25
"(779, -2039, 1261)",27
"(775, -2031, 1257)",26
"(749, -2021, 1273)",22
"(752, -2016, 1265)",22
"(755, -2020, 1266)",21
"(794, -2058, 1265)",26
"(770, -2035, 1266)",19
"(791, -2045, 1255)",26
"(781, -2019, 1239)",21
"(782, -2026, 1245)",26
"(785, -2044, 1260)",19
"(783, -2027, 1245)",24
"(783, -2026, 1244)",22
"(763, -2035, 1273)",19
"(782, -2035, 1254)",22
"(791, -2052, 1262)",18
"(750, -2033, 1284)",19
"(760, -2033, 1274)",19
"(795, -2044, 1250)",15
"(765, -2024, 1260)",20
"(800, -2045, 1246)",20
"(758, -2033, 1276)",17
"(760, -2035, 1276)",17
"(775, -2050, 1276)",15
"(790, -2031, 1242)",18
"(786, -2044, 1259)",15
"(759, -2025, 1267)",15
"(766, -2017, 1252)",16
"(754, -2009, 1256)",17
"(758, -2013, 1256)",15
"(791, -2055, 1265)",16
"(774, -2048, 1275)",15
"(786, -2045, 1260)",19
"(745, -2008, 1264)",19
"(771, -2044, 1274)",14
"(769, -2020, 1252)",16
"(765, -2036, 1272)",19
"(741, -2008, 1268)",16
"(789, -2053, 1265)",17
"(804, -2058, 1255)",16
"(788, -2026, 1239)",16
"(775, -2042, 1268)",13
"(778, -2044, 1267)",12
"(777, -2019, 1243)",15
"(768, -2010, 1243)",18
"(774, -2010, 1237)",13
"(757, -2024, 1268)",16
"(797, -2052, 1256)",15
"(792, -2040, 1249)",14
"(756, -2029, 1274)",11
"(751, -2000, 1250)",15
"(782, -2042, 1261)",14
"(763, -2041, 1279)",15
"(795, -2023, 1229)",15
"(760, -2042, 1283)",15
"(769, -2046, 1278)",14
"(788, -2056, 1269)",14
"(805, -2057, 1253)",9
"(739, -2030, 1292)",12
"(782, -2032, 1251)",15
"(786, -2046, 1261)",17
"(776, -2039, 1264)",13
"(777, -2035, 1259)",13
"(735, -2018, 1284)",15
